word,translation,phonetic,pos,tag,total,spoken_ratio,academic_ratio,cefr_standard,difficulty_level,learning_level,dataset_type
trust,"n. 信任, 信赖, 相信, 受托, 职责, 信心, 托拉斯\na. 信托的, 托拉斯的\nvt. 信赖, 信任, 相信, 盼望, 赊卖给\nvi. 相信, 信赖, 依靠\n[计] 委托, 信任",(trʌst),v,中考 高考 四级 六级 考研,21363,0.2399007630014511,0.0987220895941581,A2,2,初级,cet6
branch,"n. 树枝, 支店, 支流, 分部\nvi. 分支, 出枝\nvt. 分割, 用枝状叶脉刺绣花纹装饰\n[计] 分支, 目录分支",(bræntʃ),n,高考 四级 考研 雅思,21396,0.0927276126378762,0.2072349971957375,B1,3,中级,cet6
senator,"n. 参议员, (某些大学的)理事\n[法] 参议员, 上议员",('senәtә),n,六级 考研 托福,21437,0.3007883565797453,0.1136353034473107,B1,3,中级,cet6
combination,"n. 组合, 合并, 联合\n[计] 组合图",(.kɒmbi'neiʃәn),n,四级 六级 考研 托福,21540,0.1041318477251624,0.3454967502321263,B2,4,中级,cet6
difficulty,"n. 困难, 难点",('difikәlti),n,中考 高考 四级 考研 雅思,23977,0.1347541393835759,0.5022730116361513,B2,4,中级,cet6
setting,"n. 环境, 背景, 布景, 镶嵌, 调整, 沉落, 一副餐具\n[计] 设置",('setiŋ),n,四级 六级 考研 托福 雅思,24116,0.0513352131365068,0.5684193066843589,B1,3,中级,cet6
somehow,adv. 不知何故,('sʌmhau),r,四级 六级 考研 雅思,24131,0.2465293605735361,0.0898429406158053,B1,3,中级,cet6
invite,"vt. 邀请, 请求, 引起, 招致\nn. 邀请",(in'vait),v,中考 高考 四级 六级 考研,24168,0.1740731545845746,0.1835898709036743,B1,3,中级,cet6
organize,"vt. 组织, 有机化, 给予生机\nvi. 组织起来",('ɒ:gәnaiz),v,四级 六级 考研,24201,0.1224329573158134,0.3970497086897235,B1,3,中级,cet6
ambiguity,"n. 不明确, 含糊\n[计] 二义性; 多义性",(.æmbi'gju:iti),n,六级 雅思,3148,0.0714739517153748,0.6597839898348158,B2,4,中级,cet6
rare,"a. 稀罕的, 罕有的, 珍奇的, 稀薄的, 半熟的, 非常好的\nadv. 非常",(rєә),j,高考 四级 六级 考研 托福 雅思,20819,0.1430904462270041,0.1902108650751717,A2,2,初级,cet6
contemporary,"n. 同时代的人\na. 同时代的, 属于同一时期的",(kәn'tempәrәri),j,高考 四级 六级 考研 托福 雅思,20860,0.0301534036433365,0.5393576222435282,B2,4,中级,cet6
mayor,n. 市长\n[法] 市长,('mєә),n,四级 六级 考研,22300,0.2104035874439462,0.0594170403587443,A2,2,初级,cet6
root,"n. 根, 根本, 根源, 基础, 底部\nvt. 使扎根, 使固定, 根除, 肃清, 搜出, 用鼻拱\nvi. 生根, 固定, 源于, 用鼻拱土, 寻找, 捧场, 支持",(ru:t),n,高考 四级 六级 考研,22449,0.1007617265802485,0.2410797808365628,A2,2,初级,cet6
prefer,"vt. 宁可, 较喜欢, 提出\n[法] 给予优先权, 优先偿还, 提出",(pri'fә:),v,高考 四级 六级 考研,22572,0.0978646110225057,0.2362661704766968,B1,3,中级,cet6
voucher,"n. 证人, 保证人, 证明者, 凭证, 凭单\nvt. 证实...的可靠性",('vautʃә),n,雅思,2900,0.2327586206896551,0.1475862068965517,B1,3,中级,cet6
expensive,"a. 贵的, 奢华的, 费用浩大的, 乱化钱的\n[经] 高价的, 昂贵的, 浪费的",(ik'spensiv),j,中考 高考 雅思,23537,0.1555423375961252,0.1342991885117049,B2,4,中级,cet6
package,"n. 包裹, 套装软件, 包, 包装用物, 程序包\nvt. 包装, 打包\na. 一揽子的\n[计] 包, 软件包, 包装",('pækidʒ),n,中考 高考 四级 六级 考研 托福 雅思,23766,0.2068080451064546,0.1194984431540856,B1,3,中级,cet6
conclude,"vt. 结束, 作结论, 推断\nvi. 结束, 推断",(kәn'klu:d),v,高考 四级 六级 考研 托福,23778,0.1016065270418033,0.441963159222811,B2,4,中级,cet6
intervention,"n. 插入, 介入, 调停\n[经] 干预",(.intә'venʃәn),n,六级 托福 雅思,23850,0.0594129979035639,0.7842767295597485,B2,4,中级,cet6
thick,"a. 厚的, 粗壮的, 浓的, 迟钝的, 浑浊的, 多雾的, 过分的, 口齿不清的\nadv. 厚地, 密地, 浓浓地\nn. 最浓处, 最厚处, 最密集处\n[计] 暗, 粗线",(θik),j,中考 高考 四级 六级 考研,23863,0.0451326321082847,0.0643674307505343,A2,2,初级,cet6
dislike,"n. 嫌恶\nvt. 讨厌, 不喜欢",(dis'laik),v,高考 四级 六级 考研,3025,0.1494214876033057,0.1824793388429752,B1,3,中级,cet6
corresponding,"a. 相当的, 一致的, 通信的\n[计] 对应",(.kɒri'spɒndiŋ),j,四级 六级 考研 托福 雅思,3069,0.0094493320299771,0.7491039426523297,C1,5,高级,cet6
meanwhile,"n. 其时, 其间\nadv. 同时, 于此时",('mi:nhwail),r,高考 四级 六级 考研,21647,0.1420058206679909,0.1231117475862706,B2,4,中级,cet6
frame,"n. 框, 结构, 体格\nvt. 构成, 设计, 制定, 使适合, 陷害\n[计] 框架, 图文框, 帧",(freim),n,四级 六级 考研 托福,21692,0.0614973262032085,0.2119675456389452,A2,2,初级,cet6
warn,"vt. 警告, 提醒, 通知\nvi. 发出警告",(wɒ:n),v,中考 四级 六级 考研 托福,21699,0.179731784874879,0.1241071017097562,A2,2,初级,cet6
circumstance,"n. 环境, 状况, 事件",('sә:kәmstәns),n,高考 四级 六级 托福 雅思,21743,0.2227383525732419,0.3625074736696868,B2,4,中级,cet6
surgery,"n. 外科, 手术, 手术室, 换球术",('sә:dʒәri),n,四级 六级 考研 托福 雅思,21813,0.2294961720075184,0.1722367395589785,B1,3,中级,cet6
stall,"n. 厩, 停车处, 牧师职位, 货摊, 托辞, 拖延\nvt. 关入厩, 停顿, 推托, 支吾, 使陷于泥中\nvi. 被关在厩内, 陷于泥中, 停止, 支吾",(stɒ:l),n,六级 考研 托福 雅思 GRE,3316,0.0560916767189384,0.0958986731001206,A2,2,初级,cet6
emit,"vt. 发出, 放射, 发表(意见等), 散发, 发行\n[化] 放射",(i'mit),v,四级 六级 考研 托福 雅思 GRE,3655,0.0388508891928864,0.280437756497948,A2,2,初级,cet6
one,"n. 一(个)\npron. 一, 任何人\nnum. 一, 一个\na. 一致的, 完整的",(wʌn),m,中考 高考 雅思,830617,0.2251651483174555,0.1643970686850859,A1,1,初级,cet6
time,"n. 时间, 时侯, 时机, 时期, 期限, 次数, 节拍, 暂停, 规定时间\nvt. 测定...的时间, 记录...的时间, 计时, 定时\na. 时间的, 记时的, 定时的, 定期的, 分期的\n[计] DOS内部命令:用于显示或设定系统的时间",(taim),n,中考 高考 雅思,832974,0.2360926031304698,0.1550528587927114,A2,2,初级,cet6
make,"vt. 制造, 安排, 创造, 构成, 使得, 产生, 造成, 整理, 布置, 引起, 到达, 进行\nvi. 开始, 前进, 增大, 被制造, 被处理\nn. 制造, 构造, 性情",(meik),v,中考 高考 雅思,932443,0.2195222657041771,0.1455509881032942,A1,1,初级,cet6
all,"a. 所有的, 全部的, 一切的\nadv. 全部, 全然\npron. 全部\nn. 全部",(ɒ:l),d,中考 高考 雅思,970329,0.2627139866993566,0.1578145144584981,A1,1,初级,cet6
go,"vi. 去, 走, 达到, 运转, 查阅, 消失, 结束, 放弃, 花费, 流传, 趋于, 打算, 剩下\nvt. 以...打赌, 对付, 忍受, 出产, 为被捕者出(保释金)\nn. 去, 尝试, 进行",(gou),v,中考 高考 雅思,1251786,0.4301925408975655,0.0411380219941747,A1,1,初级,cet6
as,"adv. 同样地, 例如\nprep. 做为, 当作\nconj. 当...之时, 以...的方式, 像...一样, 因为\n[计] 高级系统, 先进系统, 辅助存储器, 自治系统",(æz),c,中考 高考 雅思,1400622,0.1609363554192351,0.2312122756889439,A1,1,初级,cet6
bar,"n. 条, 棒, 酒吧, 栅, 障碍物\nvt. 禁止, 阻挡, 妨碍\n[计] 棒形图",(bɑ:),n,高考 四级 考研 托福 雅思 GRE,43531,0.1062001791826514,0.088396774712274,A1,1,初级,cet6
conference,"n. 会议\n[经] 会议, 讨论会, 协商会",('kɒnfәrәns),n,中考 高考 四级 六级 考研 托福 雅思 GRE,44472,0.19639323619356,0.2564310127720813,B2,4,中级,cet6
particular,"n. 一项(或条、点), 个别项目, 详细说明\na. 特别的, 独有的, 挑剔的, 详尽的",(pә'tikjulә),j,高考 四级 六级 考研 GRE,45231,0.2047268466317348,0.4525215007406424,B2,4,中级,cet6
prestigious,a. 享有声望的,(pre'stidʒiәs),j,考研 托福 雅思 GRE,3328,0.1162860576923077,0.2361778846153846,B2,4,中级,cet6
marked,"a. 有记号的, 显著的, 醒目的\n[化] 有记号的; 显著的",(mɑ:kt),j,GRE,3356,0.0610846245530393,0.3957091775923719,B1,3,中级,cet6
pillar,"n. 柱子, 栋梁, 台柱, 重要的支持者\n[医] 柱, 脚",('pilә),n,四级 六级 考研 托福 雅思 GRE,3360,0.0773809523809523,0.2470238095238095,B1,3,中级,cet6
poise,"n. 平衡, 均衡, 姿势, 镇静, 安静, 砝码\nvt. 使平衡, 使悬着, 保持...姿势\nvi. 平衡, 悬着, 准备好",(pɒiz),v,托福 雅思 GRE,3574,0.0996082820369334,0.0996082820369334,A2,2,初级,cet6
naive,"a. 天真的, 纯真的, 幼稚的",(nɑ:'i:v),j,六级 考研 GRE,3591,0.1812865497076023,0.2542467279309384,A2,2,初级,cet6
significant,"a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的",(sig'nifikәnt),j,四级 六级 考研 托福 雅思 GRE,63691,0.0967326623855803,0.653765838187499,B2,4,中级,cet6
approach,"n. 接近, 入门\nvt. 接近, 近似, 找...商量\nvi. 靠近",(ә'prәutʃ),n,高考 四级 六级 考研 托福 雅思 GRE,59191,0.0846750350560051,0.5417208697268165,B1,3,中级,cet6
in,"prep. 在...期间, 在...之内, 处于...之中, 从事于, 按照, 穿着\nadv. 进入, 朝里, 在里面, 在屋里\na. 在里面的, 在朝的\nn. 执政者, 交情",(in),i,中考 高考 雅思,7557934,0.1833687618865155,0.2478877164050387,A1,1,初级,cet6
even,"a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的\nvt. 使平坦, 使相等\nvi. 变平, 成为相等\nadv. 甚至, 实际上, 完全, 十分\nn. 偶数, 偶校验\n[计] 偶数, 偶校验",('i:vәn),r,中考 高考 托福 雅思 GRE,391962,0.1827141406564922,0.1604288170792066,A2,2,初级,cet6
say,"vt. 说, 讲, 念, 说明, 指明\nvi. 说, 讲\nn. 意见, 发言权",(sei),v,中考 高考 雅思,2077536,0.2247951419373719,0.0393581627466383,A1,1,初级,cet6
group,"n. 团体, 组, 团, 群\nv. 聚合, 成群\n[计] 创建组; 组, 用户组",(gru:p),n,中考 高考 雅思 GRE,249082,0.1247380380758143,0.4249925727270537,A2,2,初级,cet6
hold,"n. 把握, 把持力, 柄, 控制, 掌握, 监禁\nvt. 保存, 握住, 拿住, 占据, 持有, 拥有\nvi. 支持, 持续, 有效\nn. 保留\n[计] 保留",(hәuld),v,中考 高考 雅思 GRE,191472,0.1531451073786245,0.1485804712960641,A2,2,初级,cet6
lot,"n. 运气, 签, 抽签, 份额, 许多, 一堆\nvt. 划分\nvi. 抽签, 抓阄",(lɒt),n,中考 高考 GRE,185988,0.5098608512377143,0.0307546723444523,A1,1,初级,cet6
issue,"n. 发行, 问题, 后果, 流出, 出口, 争端\nvi. 发行, 流出, 造成...结果, 传下\nvt. 使流出, 放出, 发行, 发布, 发给",('isju),n,四级 六级 考研 托福 雅思 GRE,169438,0.3157024988491365,0.3071211888714456,A2,2,初级,cet6
meet,"n. 会, 集会\na. 适宜的, 合适的\nvt. 遇见, 引见, 认识, 满足, 对付\nvi. 相遇, 接触",(mi:t),v,中考 高考 GRE,140040,0.2188446158240502,0.1690159954298772,A2,2,初级,cet6
moment,"n. 片刻, 瞬间, 重要, 阶段, 力矩\n[医] 片刻, 瞬间, 时机, 因素, 矩",('mәumәnt),n,中考 高考 托福 GRE,119290,0.2560482856903345,0.0889261463659988,B1,3,中级,cet6
table,"n. 桌子, 餐桌, 工作台, 铭文, 表格, 表, 高原, 平地层\nvt. 搁置, 嵌合, 制表, 把...列入议事日程\n[计] 表格, 模拟运算表",('teibl),n,中考 高考 雅思 GRE,134109,0.057289219962866,0.3891610555592839,A2,2,初级,cet6
school,"n. 学校, 鱼群, 门派, 学派\nvt. 教育, 训练, 培养\nvi. 成群地游",(sku:l),n,中考 高考 雅思 GRE,331597,0.1305470194241805,0.3307810384291776,A2,2,初级,cet6
down,"a. 向下的\nadv. 下, 下去, 降下\nprep. 往下, 沿着\nn. 丘陵, 软毛, 开阔的高地\n[计] 向下, 退下命令",(daun),r,中考 高考 托福 GRE,356991,0.2132742842256527,0.0509060452504404,A2,2,初级,cet6
want,"n. 需要的东西, 缺乏, 贫困, 需要\nvt. 要, 希望, 应该, 缺少\nvi. 生活困苦, 需要, 缺少",(wɒnt),v,中考 高考 GRE,559368,0.3584348765034825,0.0524091474664263,A2,2,初级,cet6
and,"conj. 和, 与\n[计] 与",(ænd),c,中考 高考,11654439,0.2013954511238164,0.2231092376046586,A1,1,初级,cet6
muddy,"a. 泥泞的, 浑浊的, 模糊的\nvt. 使污浊, 使沾上泥污",('mʌdi),j,高考 四级 六级 GRE,3461,0.0638543773475874,0.0595203698353077,A2,2,初级,cet6
vicious,"a. 邪恶的, 堕落的, 品性不端的, 恶毒的, 恶性的, 有错误的\n[医] 缺点的, 恶的",('viʃәs),j,六级 考研 雅思 GRE,3462,0.2325245522819179,0.1525129982668977,B1,3,中级,cet6
barbecue,"n. 烤肉\nvt. 烤肉, 烧烤",('bɑ:bikju:),n,高考 考研 托福 雅思 GRE,3464,0.1284642032332563,0.0181870669745958,B1,3,中级,cet6
ready,"n. 预备好的状态, 现款\na. 准备好的, 备用的, 可以使用的\nadv. 预先, 迅速\nvt. 使准备好",('redi),j,中考 高考 托福 GRE,55154,0.235322914022555,0.0739746890524712,A2,2,初级,cet6
list,"n. 目录, 名单, 明细表, 布条, 条纹, 列表, 序列, 数据清单\nvt. 列出, 列于表上, 记入名单内, 装布条\nvi. 列于表上\n[计] 列表, 序列, 数据清单",(list),n,中考 高考 四级 六级 考研 雅思 GRE,55328,0.1707092249855407,0.1838671197223828,A2,2,初级,cet6
prehistoric,"a. 历史以前的, 史前的",('pri:his'tɔrik),j,托福 GRE,1516,0.0521108179419525,0.3713720316622691,B2,4,中级,cet6
nourish,"vt. 滋养, 使健壮, 怀有",('nә:riʃ),v,六级 考研 托福 雅思 GRE,1521,0.0512820512820512,0.2380013149243918,B1,3,中级,cet6
adept,"a. 熟练的, 老练的, 巧妙的\nn. 能手, 内行",(ә'dept),j,托福 雅思 GRE,1524,0.0531496062992126,0.2513123359580052,A2,2,初级,cet6
cerebral,"a. 脑的, 大脑的\n[医] 小脑的",('seribrәl),j,GRE,1524,0.1279527559055118,0.2742782152230971,B1,3,中级,cet6
shoot,"n. 射击, 狩猎, 芽, 射伤, 发射, 发芽, 急流, 推力, 摄影, 急送, 滑运道, 浪费\nvt. 射击, 射中, 损毁, 拍摄, 喷出, 投射, 挥出, 飞速行进, 挥霍, 给...注射\nvi. 射出, 射击, 发出, 拍电影, 射门, 发芽",(ʃu:t),v,高考 四级 六级 考研 GRE,57405,0.23248845919345,0.0426617890427663,A2,2,初级,cet6
sport,"n. 运动, 游戏, 娱乐, 消遣, 玩笑\na. 运动的, 户外穿戴的\nvi. 游戏, 参加体育运动, 戏弄, 产生变种\nvt. 炫耀, 使产生变种",(spɒ:t),n,中考 高考 雅思 GRE,64367,0.1133810803672689,0.2862180931222521,A2,2,初级,cet6
choice,"n. 选择, 精选品, 选择权\na. 精选的, 挑三拣四的, 上等的\n[计] DOS内部命令:在批处理文件中\n该命令用于提示用户作出选择, 决定批处理文件的流程",(tʃɒis),n,中考 高考 四级 六级 考研 托福 雅思 GRE,65321,0.1857595566510004,0.2482968723687635,B1,3,中级,cet6
subject,"n. 科目, 主题, 臣民, 主语, 题目, (事物的)经受者, 学科, 受治疗者, 原因, 理由\na. 服从的, 易患...的, 隶属的, 受支配的\nadv. 在...条件下\nvt. 使隶属, 使受到\n[计] 主题, 主体",('sʌbdʒekt),n,高考 雅思 GRE,65326,0.103511618651073,0.54257110491994,B1,3,中级,cet6
campaign,"n. 战役, 运动, 竞选运动\nvi. 参加运动, 作战",(kæm'pein),n,高考 四级 六级 考研 托福 雅思 GRE,69074,0.4112980282016388,0.1005009120653212,B1,3,中级,cet6
ought,"aux. 应该, 大概\nn. 责任",(ɒ:t),v,高考 四级 六级 考研,22637,0.4840747448866899,0.1202897910500508,A2,2,初级,cet6
crazy,"a. 发狂的, 狂热的",('kreizi),j,中考 高考 四级 六级 考研 托福,22639,0.2421485047926145,0.0265029374088961,A2,2,初级,cet6
silence,"n. 沉默, 无声, 静寂, 湮没, 无声息\nvt. 使缄默\ninterj. 安静",('sailәns),n,中考 高考 四级 六级 考研 托福 雅思,22644,0.0725136901607489,0.0983041865394806,B1,3,中级,cet6
estate,"n. 不动产, (人生的)阶段, 阶层, 财产\n[经] 房地产, 遗产, 财产",(i'steit),n,四级 六级 考研 托福 雅思,22690,0.1237108858527985,0.1018069634200088,B1,3,中级,cet6
sick,"n. 病人\na. 不舒服, 有病的, 恶心的, 厌恶的, 渴望的, 病态的\nvt. 呕吐, 追击, 使(狗)去攻击",(sik),j,中考 高考 托福 雅思,22694,0.2342028730060809,0.0635850885696659,A2,2,初级,cet6
airport,"n. 飞机场\n[机] 航空站, 机场",('єәpɒ:t),n,中考 高考 雅思,22746,0.2391629297458893,0.0425129693132858,A2,2,初级,cet6
appearance,"n. 出现, 露面, 外观, 外表, 出版\n[计] 外观, 版面",(ә'piәrәns),n,高考 四级 考研 雅思,22773,0.136082202608352,0.2171870197163307,B2,4,中级,cet6
launch,"n. 下水, 汽艇, 发射\nvt. 使下水, 发射, 发动\nvi. 起飞, 下水, 投入, 开始",(lɒ:ntʃ),v,四级 六级 考研 托福 雅思,22844,0.1700665382594992,0.1405620731920854,B1,3,中级,cet6
mark,"n. 标志, 分数, 马克, 痕迹, 斑点, 靶子, 刻度, 记号, 符号, 戳记, 标准, 起跑线\nvt. 做标记于, 留意, 打分数, 表明, 标志, 记录\nvi. 作记号, 记得分\n[计] 标志; 标记; 传号",(mɑ:k),v,中考 高考 四级 考研,22858,0.1073147256977863,0.2530842593402747,A2,2,初级,cet6
comfortable,"a. 舒服的, 轻松的\nn. 盖被",('kʌmfәtәbl),j,中考 高考 四级 六级 考研 雅思,22884,0.1893462681349414,0.1184233525607411,B2,4,中级,cet6
destine,"vt. 注定, 预定",('destin),v,六级 托福 雅思,2932,0.0852660300136425,0.230900409276944,B1,3,中级,cet6
analytical,"a. 分析的, 善于分析的, 解析的\n[机] 分析的",(.ænә'litikl),j,六级 雅思,2942,0.0639021074099252,0.6866077498300476,B2,4,中级,cet6
formulation,"n. 系统陈述, 公式化, 配制\n[化] 表述; 数学表述; 数式化; 数学表述",(.fɒ:mju'leiʃәn),n,六级 考研,2950,0.0413559322033898,0.7461016949152542,B2,4,中级,cet6
librarian,"n. 图书馆员, 图书管理员\n[计] 程序库管理程序; 程序库生成程序",(lai'brєәriәn),n,高考 四级 六级 考研 托福,2956,0.0997970230040595,0.3775372124492557,B2,4,中级,cet6
hardship,"n. 艰难, 辛苦, 苦难\n[法] 受苦, 吃苦, 苦难",('hɑ:dʃip),n,高考 四级 六级 考研 托福,2969,0.148534860222297,0.2694509936005389,B1,3,中级,cet6
stressful,"a. 着重, 强调, 重读, 使受应力",(),j,雅思,2971,0.1329518680578929,0.427128912823965,B2,4,中级,cet6
simplicity,"n. 单纯, 简朴, 朴素, 坦率, 天真\n[计] 简明性",(sim'plisiti),n,四级 六级 考研 托福,2985,0.0582914572864321,0.2877721943048576,B2,4,中级,cet6
sheet,"n. 床单, 张, 纸张, 印刷品, 裹尸布, 薄片\nvt. 盖上被单, 遍布\nvi. 大片落下\na. 片状的, 成薄片的\n[计] 工作表",(ʃi:t),n,高考 四级 六级 考研 托福 雅思,22907,0.0629938446762998,0.1327541799449949,A2,2,初级,cet6
link,"n. 环, 连结物, 链接, 火把\nvt. 连结, 联合, 挽住\nvi. 连接起来\n[计] 连接, 链路",(liŋk),v,高考 四级 六级 考研 雅思,23066,0.1108991589352293,0.4072661059568195,A2,2,初级,cet6
hearing,"n. 听, 听觉, 听讯\n[医] 听, 听觉",('hiәriŋ),n,高考 考研 雅思,23149,0.3340965052486068,0.2097714804095209,B1,3,中级,cet6
shift,"n. 变化, 移动, 轮班, 手段, 应急办法, 移位\nvt. 替换, 转移, 改变, 推卸, 变速\nvi. 转换, 移动, 转变, 推托, 变速\n[计] DOS内部命令:该命令可将批处理参数向左移动一个位置",(ʃift),v,四级 六级 考研 托福 雅思,23211,0.0950411442850372,0.2381198569643703,A2,2,初级,cet6
being,"n. 存在, 性质, 生命, 人, 生物, be的现在分词",('bi:iŋ),n,高考 四级 考研,23301,0.1870735161581048,0.3547487232307626,A2,2,初级,cet6
declare,"v. 宣布, 声明, 申报, 断言",(di'klєә),v,高考 四级 六级 考研 托福 雅思,22126,0.1558799602277863,0.233526168308777,B1,3,中级,cet6
nurse,"n. 护士, 保姆, 奶妈\nvt. 看护, 照顾, 培养\nvi. 喂奶, 看护病人",(nә:s),n,中考 高考 托福 雅思,22131,0.1335682978627265,0.2653291762685825,A2,2,初级,cet6
hardly,"adv. 刚刚, 几乎不, 勉强是",('hɑ:dli),r,中考 高考 四级 六级 考研 托福,22221,0.0979253858962242,0.1620089104900769,B1,3,中级,cet6
volume,"n. 册, 卷, 体积, 容量, 大量, 许多, 份量, 音量\nvi. 成团卷起\nvt. 把...收集成卷\na. 大量的\n[计] 卷",('vɒljum),n,四级 六级 考研 托福 雅思,22239,0.0718107828589415,0.4028958136606861,B1,3,中级,cet6
correct,"a. 正确的, 合适的\nvt. 改正, 订正",(kә'rekt),j,中考 高考 四级 考研 托福,22244,0.4419169214170113,0.2449649343643229,B1,3,中级,cet6
golf,n. 高尔夫球\nvi. 打高尔夫球,(gɒlf),n,高考 四级 六级 考研 雅思,22301,0.1072149230976189,0.0393704318192009,A2,2,初级,cet6
contribution,"n. 捐助, 捐助之物, 贡献\n[经] 贡献, 捐款, 补助品",(.kɒntri'bju:ʃәn),n,高考 四级 考研 雅思,22337,0.1230693468236558,0.4431660473653579,B2,4,中级,cet6
guide,"n. 引导者, 导游, 指南, 路标\nvt. 指导, 支配, 管理, 带领, 操纵\nvi. 任向导\n[计] 辅助线",(gaid),n,高考 四级 六级 考研 雅思,22350,0.0714541387024608,0.2311856823266219,A2,2,初级,cet6
steal,vt. 剽窃；偷偷地做；偷窃；vi. 窃取；偷偷地行动；[棒球]偷垒；n. [口]偷窃；便宜货；偷垒；[篮球]断球,(sti:l),v,中考 高考 四级 六级 考研 托福,22488,0.1883671291355389,0.0641675560298826,A2,2,初级,cet6
pave,"vt. 铺设, 安排, 铺满, 为...铺路\n[化] 铺设",(peiv),v,四级 六级 考研 托福 雅思,2883,0.1245230662504335,0.2195629552549427,A2,2,初级,cet6
cafeteria,n. 自助餐厅\n[经] 自助餐厅,(.kæfi'tiәriә),n,高考 四级 六级 考研 雅思,2886,0.107068607068607,0.0803880803880803,B2,4,中级,cet6
glue,"n. 胶, 粘性物\nvt. 粘合, 胶合",(glu:),n,高考 四级 六级 考研 托福 雅思,2906,0.0719201651754989,0.0925671025464556,A2,2,初级,cet6
worthwhile,"a. 值得花时间的, 值得做的, 有真实价值的",('wә:θ'hwail),j,高考 四级 六级 考研 雅思,2910,0.1281786941580756,0.3099656357388316,B2,4,中级,cet6
renovation,"n. 革新, 刷新, 修理\n[化] 改建",(.renәu'veiʃәn),n,六级 托福 雅思,2923,0.0684228532329798,0.1214505644885391,B2,4,中级,cet6
notion,"n. 概念, 观念, 想法, 打算, 别致的小东西\n[经] 概念, 打算, 想法",('nәuʃәn),n,四级 六级 考研 托福 雅思,23325,0.1344480171489817,0.4712540192926045,B1,3,中级,cet6
propose,"vt. 计划, 打算, 建议, 提议, 求(婚)\nvi. 打算, 求婚",(prә'pәuz),v,四级 六级 考研 托福 雅思,23369,0.1735632675767041,0.3819590055201335,B1,3,中级,cet6
locate,"vt. 找出, 设于, 位于\nvi. 定居",('lәukeit),v,四级 六级 考研 托福,23430,0.0746905676483141,0.3751173708920188,B1,3,中级,cet6
struggle,"n. 斗争, 努力, 奋斗\nvi. 努力, 奋斗, 挣扎",('strʌgl),v,高考 四级 六级 考研 托福,23554,0.1408253375222892,0.1398064023095865,B1,3,中级,cet6
recommend,"vt. 推荐, 介绍, 劝告, 使受欢迎, 托付\n[经] 建议, 推荐",(.rekә'mend),v,高考 四级 六级 考研 托福,23563,0.1282094809659211,0.261087297882273,B1,3,中级,cet6
heap,"n. 堆, 许多, 累积\nvt. 堆积, 装满\n[计] 堆",(hi:p),n,高考 四级 六级 考研 雅思,3001,0.0473175608130623,0.0853048983672109,A2,2,初级,cet6
staircase,"n. 楼梯, 梯子, 楼梯部分\n[医] 阶梯现象",('stєәkeis),n,四级 六级 考研 托福,3051,0.0317928548017043,0.0780072107505735,B2,4,中级,cet6
napkin,"n. 餐巾, 餐巾纸, 尿布",('næpkin),n,六级 考研,3065,0.0450244698205546,0.0189233278955954,B1,3,中级,cet6
expectation,"n. 期待, 指望, 展望\n[化] 期望值",(.ekspek'teiʃәn),n,高考 四级 六级 考研,21710,0.1228926761860893,0.4772455089820359,B2,4,中级,cet6
coverage,"n. 覆盖的范围, 保险总额, 新闻报导\n[化] 可达范围; 覆盖度",('kʌvәridʒ),n,考研 托福 雅思,21727,0.3087402770746076,0.1741611819395222,B1,3,中级,cet6
host,"n. 主人, 旅馆老板, 节目主持人\nvt. 当主人招待, 作...节目主持人\n[计] 主机, 宿主机",(hәust),n,高考 四级 六级 考研 雅思,21773,0.2031415055343774,0.2115464106921416,A2,2,初级,cet6
duty,"n. 责任, 关税, 职务, 尊敬\n[化] 职责",('dju:ti),n,中考 高考 四级 六级 考研 雅思,21783,0.149428453381077,0.2749850801083414,B2,4,中级,cet6
kick,"n. 踢, 反冲, 后座力, 凹底\nvi. 踢, 反抗, 反冲\nvt. 踢, 反冲",(kik),v,中考 高考 四级 六级 考研,22034,0.1789507125351729,0.0286375601343378,A2,2,初级,cet6
vase,"n. 花瓶, 瓶",(veis),n,高考 四级 六级 考研,3069,0.032258064516129,0.0765721733463669,A2,2,初级,cet6
ammunition,"n. 军火, 弹药\n[机] 弹药",(.æmju'niʃәn),n,雅思,3085,0.2554294975688816,0.1118314424635332,B2,4,中级,cet6
chess,n. 国际象棋\n[建] 雀麦,(tʃes),n,中考 高考 四级 六级 考研,3086,0.1416072585871678,0.1351263771872974,A2,2,初级,cet6
sewage,"n. 脏水, 污水\n[医] 污水, 污物",('sju:idʒ),n,雅思,3087,0.0816326530612244,0.4512471655328798,B1,3,中级,cet6
forthcoming,a. 即将来临的\nn. 来临,('fɒ:θ'kʌmɑŋ),j,六级 考研 雅思,3094,0.1738849385908209,0.3345184227537168,B2,4,中级,cet6
enrich,"vt. 使富足, 使肥沃",(in'ritʃ),v,六级 考研 托福 雅思,3098,0.0958683021304067,0.394125242091672,B1,3,中级,cet6
achievement,"n. 完成, 成就, 功业",(ә'tʃi:vmәnt),n,高考 四级 六级 托福 雅思,21249,0.0594851522424584,0.6420537437055861,B2,4,中级,cet6
ancient,"a. 古代的, 古老的, 年老的, 旧的",('einʃәnt),j,中考 高考 四级 六级 考研 雅思,21408,0.0643217488789237,0.2982997010463378,B1,3,中级,cet6
